,TD3_det_q,TD3_det_policy
0,0.7554968098799387,0.07440567761659622
1,0.06847157720476389,0.013265318237245083
2,0.059180686865001914,0.05254170298576355
3,0.05072994786314666,0.04743696376681328
4,0.058802575394511225,0.020802613347768784
5,0.06548951536417008,0.06431158632040024
6,0.060085155689157545,0.0744069367647171
7,0.09644121889956296,0.09042466431856155
8,0.0755109866335988,0.053598225116729736
9,0.07844301507808268,0.0704953745007515
10,0.062197975488379596,0.029386963695287704
11,0.0715851650480181,0.06469085067510605
12,0.09199006638489664,0.029785118997097015
13,0.05664061891846359,-0.20472833514213562
14,0.07878625323064625,-0.35785868763923645
15,0.06507712079212069,-0.42013683915138245
16,0.0692298008967191,-0.42539671063423157
17,0.06585174607113004,-0.46314337849617004
18,0.10340097494423389,-0.6277658939361572
19,0.11635466653853654,-0.6893350481987
20,0.10360510824248195,-0.596670925617218
21,0.09241038696840405,-0.7126390933990479
22,0.12694412540644406,-0.6833405494689941
23,0.09112825425341725,-0.5967211723327637
24,0.08006284443661571,-0.657340407371521
25,0.0843385922908783,-0.6740813255310059
26,0.10354210007935763,-0.7445324063301086
27,0.10207750629633665,-0.7775973081588745
28,0.10881470985710621,-1.0877882242202759
29,0.08632619898766279,-1.2875683307647705
30,0.06971621323376893,-1.3046010732650757
31,0.11378252796828747,-1.0387214422225952
32,0.11246010150760412,-1.3542721271514893
33,0.08868624728173018,-1.277541995048523
34,0.09726921446621418,-1.3150790929794312
35,0.09108474794775248,-1.6373062133789062
36,0.1266395218670368,-1.4804147481918335
37,0.09832901144400238,-1.470762014389038
38,0.08815849658101797,-1.6246612071990967
39,0.08775616548955441,-1.700442910194397
40,0.10429519098252057,-1.8007158041000366
41,0.13182131547480821,-1.815176010131836
42,0.09417648378759623,-1.8367180824279785
43,0.08538523182272911,-1.9470856189727783
44,0.09546942703425884,-2.0231399536132812
45,0.1346737501770258,-2.0026955604553223
46,0.1067565657198429,-1.883446216583252
47,0.09025335263460875,-2.2063632011413574
48,0.08017289847135543,-2.197836399078369
49,0.11547593142837285,-2.2196617126464844
50,0.08800350036472082,-2.2577016353607178
51,0.10453989803791046,-2.388010025024414
52,0.10619900744408368,-2.633728504180908
53,0.11595247913151979,-2.4534406661987305
54,0.09409870818257332,-2.431844711303711
55,0.11151900310069322,-2.5754756927490234
56,0.0956131798401475,-2.4696567058563232
57,0.10678221162408591,-2.708394765853882
58,0.09719637459143997,-2.72941517829895
59,0.0970861268788576,-2.9137232303619385
60,0.09426016267389059,-2.805856227874756
61,0.09657866241410375,-2.976166248321533
62,0.09215068954974413,-2.8739125728607178
63,0.09510120678693056,-2.9168965816497803
64,0.08019841399043798,-3.0117881298065186
65,0.09795965768396854,-3.2578115463256836
66,0.10198192939162254,-3.2690412998199463
67,0.09146001137793064,-2.946852922439575
68,0.09408197391778231,-2.961761474609375
69,0.10985373439267278,-3.049860954284668
70,0.11865084782242775,-3.0099382400512695
71,0.11242317378520966,-3.0463454723358154
72,0.09400300923734903,-2.9555575847625732
73,0.111579984202981,-3.067270278930664
74,0.10392344305291772,-3.1091318130493164
75,0.09750113416463137,-3.2407453060150146
76,0.08393711661919952,-3.0307083129882812
77,0.0983436480537057,-2.941101551055908
78,0.09863932492211461,-3.0580713748931885
79,0.07497050076723098,-3.284006357192993
80,0.09643123790621758,-3.2660789489746094
81,0.11727066414430737,-3.041245222091675
82,0.09238551441580058,-2.9393372535705566
83,0.09033574365079403,-3.162832498550415
84,0.08854398204013705,-2.9520680904388428
85,0.0769204123876989,-3.1248745918273926
86,0.1039964308962226,-3.0794641971588135
87,0.09163897011429072,-3.1753990650177
88,0.09537312217056751,-3.0391790866851807
89,0.10470162423327566,-3.0992379188537598
90,0.08185650074854493,-3.2864010334014893
91,0.10255556119605899,-2.8898632526397705
92,0.07285943498834968,-3.1346609592437744
93,0.10329802453517914,-2.8135905265808105
94,0.09075441986322402,-2.906209945678711
95,0.06947506910189986,-2.826915740966797
96,0.09084477726370097,-3.129246711730957
97,0.08693550307303667,-3.0142037868499756
98,0.0909839747287333,-2.8940176963806152
99,0.09099768405780197,-3.030941963195801
100,0.07841255927458406,-2.9188342094421387
101,0.09215759033337236,-2.8239667415618896
102,0.07556598683819175,-2.806736946105957
103,0.09085422614589334,-2.892597198486328
104,0.09092980364337563,-2.9369254112243652
105,0.10991418778896332,-2.944995880126953
106,0.07400482779368758,-2.817624807357788
107,0.09562636375427246,-2.9204447269439697
108,0.08059923760592938,-2.6616079807281494
109,0.07897030869498849,-2.6239380836486816
110,0.08861597668379545,-2.6253364086151123
111,0.07939642496407032,-2.6845529079437256
112,0.09404691165313124,-2.5644054412841797
113,0.10182197565212846,-2.5888733863830566
114,0.09074184961616993,-2.67045259475708
115,0.07654248217120767,-2.597658157348633
116,0.1015550309792161,-2.541741371154785
117,0.07686743717640639,-2.4688801765441895
118,0.07192029183730483,-2.508197784423828
119,0.0860922977887094,-2.3605360984802246
120,0.10950421534478665,-2.6563034057617188
121,0.08014111688360571,-2.4921019077301025
122,0.10603013867512345,-2.664415121078491
123,0.08705436593852937,-2.469437599182129
124,0.08584666293114424,-2.687499523162842
125,0.09872848164290189,-2.2634177207946777
126,0.08330805419012904,-2.341407299041748
127,0.0646444140560925,-2.438913345336914
128,0.09133689522743225,-2.334209442138672
129,0.0939942473731935,-2.237420082092285
130,0.07795047545805574,-2.1928939819335938
131,0.07227454446256161,-2.2224485874176025
132,0.0879829671420157,-2.3949134349823
133,0.0807845570333302,-2.332612991333008
134,0.0635547565948218,-2.3554837703704834
135,0.0876457179710269,-2.345478057861328
136,0.07977499978616834,-2.3112876415252686
137,0.10178935239091516,-2.5006723403930664
138,0.07763106171041727,-2.3947200775146484
139,0.06552593095228076,-2.2312188148498535
140,0.07683160303160548,-2.176438808441162
141,0.06504662992432714,-2.2768430709838867
142,0.08118203038349747,-2.1618378162384033
143,0.07061429768800735,-2.2431960105895996
144,0.07593965427950025,-2.071913957595825
145,0.07266288476064801,-2.1881444454193115
146,0.07163137879222631,-2.120213747024536
147,0.08867132697254419,-2.400646686553955
148,0.07852526085451245,-2.13546085357666
149,0.08616376051679253,-1.9852681159973145
150,0.09631203750148415,-2.125861883163452
151,0.09381814994849265,-1.9426164627075195
152,0.0695476103760302,-1.9130420684814453
153,0.060670294947922226,-1.7359111309051514
154,0.09308440987020732,-1.9857732057571411
155,0.09317250603809953,-1.8637447357177734
156,0.08634495597332716,-2.1067392826080322
157,0.07637871153652669,-1.7667604684829712
158,0.0872485957853496,-1.8868402242660522
159,0.06214436911046505,-1.8161287307739258
160,0.11557948775589466,-1.7464240789413452
161,0.0665217325463891,-1.8907324075698853
162,0.07737976644188166,-2.007296085357666
163,0.08971270063892006,-2.0055975914001465
164,0.0799400968849659,-1.8235700130462646
165,0.07692331980913877,-2.095792293548584
166,0.07089227663353086,-2.0688648223876953
167,0.08506144551560282,-1.6894911527633667
168,0.08392450217157603,-1.8493562936782837
169,0.07402082052081824,-1.7078242301940918
170,0.06057135259732604,-1.8209667205810547
171,0.10269580410793423,-1.879774570465088
172,0.0757345347572118,-1.6348216533660889
173,0.05599078278057277,-1.717997670173645
174,0.07127331471070647,-1.6165807247161865
175,0.07957507824525237,-1.732048749923706
176,0.08764400893822312,-1.5694329738616943
177,0.07937940079718828,-1.6599373817443848
178,0.08209331885911525,-1.6501555442810059
179,0.06404367190785706,-1.7036511898040771
180,0.08852493785321712,-1.49626624584198
181,0.07173544432036578,-1.6322286128997803
182,0.07189680486917496,-1.558066487312317
183,0.08429188183508814,-1.6594583988189697
184,0.08126553867012262,-1.5192599296569824
185,0.06351300053298474,-1.6317098140716553
186,0.06720993604511022,-1.2352081537246704
187,0.07093530926853418,-1.5260056257247925
188,0.07477208750322462,-1.5361204147338867
189,0.07706432927399874,-1.5891281366348267
190,0.08028399761766196,-1.518759846687317
191,0.07874756893143058,-1.633591651916504
192,0.06137803200632334,-1.8160254955291748
193,0.08420431550592183,-1.4540989398956299
194,0.08199728444218636,-1.705014944076538
195,0.0787586005963385,-1.5117294788360596
196,0.08547023788094521,-1.6473989486694336
197,0.08113843204453587,-1.5530750751495361
198,0.07669757949188352,-1.8649005889892578
199,0.06277474820613861,-1.4456417560577393
200,0.06569002186879516,-1.688161849975586
201,0.07078684076666832,-1.5648993253707886
202,0.0609560670517385,-1.4170255661010742
203,0.07076953737065196,-1.5054783821105957
204,0.09945213107392192,-1.6216001510620117
205,0.07698154868558049,-1.6216235160827637
206,0.07075062282383442,-1.711562991142273
207,0.06233035046607256,-1.5347423553466797
208,0.0834841356985271,-1.4254486560821533
209,0.06686712259426714,-1.5363597869873047
210,0.06711115276440978,-1.6615570783615112
211,0.08531581887975336,-1.3559679985046387
212,0.07612008347176015,-1.5138791799545288
213,0.07515505872666836,-1.5528459548950195
214,0.07414890879765153,-1.577284574508667
215,0.07362404933199286,-1.5759148597717285
216,0.0718937906716019,-1.6190732717514038
217,0.07010934710502624,-1.5321238040924072
218,0.06410489730536938,-1.4704198837280273
219,0.07524822948500515,-1.735857605934143
220,0.058345810333266857,-1.6226873397827148
221,0.08442770596593618,-1.510128378868103
222,0.06351960264146328,-1.4556940793991089
223,0.06934624217450619,-1.401755928993225
224,0.06966868391260504,-1.3971489667892456
225,0.07287476213648915,-1.379767656326294
226,0.0785814093053341,-1.4655512571334839
227,0.08723223090171814,-1.4245848655700684
228,0.06893689115531743,-1.4635419845581055
229,0.06718768507242202,-1.5959852933883667
230,0.06683626798912883,-1.6086727380752563
231,0.08138243047520519,-1.3248133659362793
232,0.07187202446162701,-1.504908800125122
233,0.07293927386403083,-1.5401279926300049
234,0.07424316681921482,-1.525308609008789
235,0.06381663116626442,-1.4176359176635742
