,Unnamed: 0,TD3_det_agent,TD3_stoc_agent
630,630,-128.95939610912552,-367.7447422378406
631,631,-131.1155447499257,-127.49537849230451
632,632,-1.1822666692483432,-249.51159554132533
633,633,-255.13063941046843,-392.5518071175732
634,634,-254.67439733811355,-386.19741906139905
635,635,-123.70760333244577,-395.262377455927
636,636,-0.3221070603974285,-124.53704885448342
637,637,-244.0339291895417,-248.81838568583532
638,638,-243.46069338830242,-129.25622643261394
639,639,-248.7857804487649,-479.76148528055927
640,640,-0.5024533629979839,-129.24223863505946
641,641,-119.5723957918212,-250.8276250018845
642,642,-384.94661084497636,-521.3511625892944
643,643,-1.1504103761173838,-397.5529064057214
644,644,-130.78059616026232,-382.5078651577466
645,645,-118.94704415599224,-366.1361949972937
646,646,-127.06869904913601,-248.3532923468179
647,647,-1.2598987995203,-126.12011135504153
648,648,-370.6949896732688,-253.1155526508462
649,649,-128.93727463662964,-129.1705787472323
650,650,-259.03648486737853,-127.95550292750436
651,651,-257.130121987039,-256.6440073693428
652,652,-381.04983299893087,-360.9943187933337
653,653,-383.1248474770647,-251.6377791469844
654,654,-2.068026961303449,-252.33812227130764
655,655,-127.31662455576185,-127.04206712041476
656,656,-124.65578092755695,-126.65705731777167
657,657,-0.7888468378786839,-238.430290847413
658,658,-371.32430219457063,-127.94180342840332
659,659,-127.20844413947715,-576.4412497923452
660,660,-0.8513543136201375,-274.96322805741323
661,661,-265.1790042880467,-499.9419229927593
662,662,-250.41784717399017,-510.56712215642256
663,663,-121.81209815639149,-243.82471775274436
664,664,-0.9111215394092834,-259.7015196326845
665,665,-129.93232533065884,-0.8008342326538741
666,666,-357.26662397389237,-126.66583799942208
667,667,-128.21557643144092,-257.1918702456018
668,668,-258.75504799441046,-253.83845442979276
669,669,-129.21469617219628,-128.31075279505046
670,670,-1.1212542948764066,-126.9521609155326
671,671,-256.40286451685216,-125.3970909155962
672,672,-0.513318021960422,-126.15977927459402
673,673,-260.5081319896798,-127.58013059856077
674,674,-0.5137803567402462,-483.518367266419
675,675,-243.43174744308968,-248.83202075662842
676,676,-130.70598786971965,-483.3826342978544
677,677,-312.9715215228132,-126.54941977864998
678,678,-250.58731376339742,-269.1408381266768
679,679,-251.28028555541732,-126.3364136537574
680,680,-129.49168191803085,-388.608151685399
681,681,-359.7396386662245,-403.2308602684481
682,682,-129.9413778181468,-243.2181823302999
683,683,-2.778727134893579,-127.41578469640308
684,684,-127.22438242816617,-508.32382331767894
685,685,-0.5655993538392479,-250.35701049315236
686,686,-357.99817961162995,-128.203536305868
687,687,-1.9914745714146307,-128.55634333267864
688,688,-245.21046721086086,-0.3859049982255066
689,689,-132.6342942100672,-125.4031143840511
690,690,-129.902430270732,-129.93719385237677
691,691,-239.03336275296448,-127.77496411391223
692,692,-525.6905545005993,-128.6041685655521
693,693,-131.6151027575224,-503.05780107187815
694,694,-252.1455927328479,-125.31936622280816
695,695,-367.4034674824649,-128.46985207472883
696,696,-386.5723496383687,-382.5678106472452
697,697,-121.30227519757898,-379.27776460328323
698,698,-131.15084666493365,-547.3928103666225
699,699,-130.53800435909358,-472.63844357817334
700,700,-253.19676020709332,-128.47808908327625
701,701,-492.1966144711788,-382.91133477467275
702,702,-132.70305732582028,-373.50273164224177
703,703,-126.55704088709541,-254.7601158716183
704,704,-331.2492134907332,-129.20501438838482
705,705,-129.98434173692306,-120.40818642739481
706,706,-237.15765264227517,-128.34970873897834
707,707,-130.1247462365152,-379.1614019566652
708,708,-129.37912485003224,-238.59111105098262
709,709,-124.36937973347513,-376.7587998684054
710,710,-284.6410994493156,-128.56017800267549
711,711,-0.4305157161304472,-251.6147154066982
712,712,-131.3074251045235,-124.391657854032
713,713,-130.79488160598422,-0.7628708439756617
714,714,-128.15951771203999,-127.99404164215592
715,715,-128.20759729854834,-416.1253987481187
716,716,-381.03191815403915,-1.1783389487873874
717,717,-129.69653451338993,-125.67862714351413
718,718,-122.47921263289531,-126.5252337874328
719,719,-255.602702197248,-129.85167216309648
720,720,-130.33062059206284,-123.90469256787621
721,721,-130.4044998469664,-0.8777603036658985
722,722,-258.70368741137844,-395.2815709811365
723,723,-121.9796252738064,-125.3947733667544
724,724,-129.4186834433643,-251.08675283941693
725,725,-0.5558066563692307,-577.8741879016588
726,726,-392.7843299157888,-252.94985229446434
727,727,-261.8017665856788,-503.03972361604696
728,728,-133.00376465921696,-382.33161510753945
729,729,-257.95977198552805,-375.06215878859666
730,730,-251.84363781661645,-1.6418821064638924
731,731,-125.1567541942824,-128.02623236860128
732,732,-248.15333998157212,-127.62066377491422
733,733,-246.6632762499591,-374.9807567141183
734,734,-370.9322572094222,-124.86381130972867
735,735,-126.80363039533151,-249.446706093434
736,736,-0.4796717932399105,-519.012024891848
737,737,-274.00161732954206,-470.55535340155075
738,738,-373.0102801410271,-0.5134660343219173
739,739,-128.98158017555642,-123.63247374258448
740,740,-368.1652150612102,-253.8930201957166
741,741,-380.0566637143689,-0.39850188268531994
742,742,-128.79112653194179,-370.2363833591213
743,743,-0.7412870178499599,-359.4107711935276
744,744,-129.56610330314984,-381.16645500919225
745,745,-127.74308143900177,-496.5210612433316
746,746,-250.042657122961,-123.43154291093974
747,747,-129.91219377332547,-462.89969668048946
748,748,-1.292495984498294,-243.7792620779612
749,749,-258.71758795593416,-259.33502712555116
750,750,-459.34017191507036,-256.00082434489946
751,751,-335.3486400319443,-246.36902432422602
752,752,-128.0921112804102,-125.47954661375212
753,753,-255.27349701466343,-127.81891305177098
754,754,-0.7362348710331982,-1.7236274258100817
755,755,-500.73463372542335,-125.9581504355128
756,756,-127.3750953178688,-249.30345707221187
757,757,-262.03885583293936,-260.862498590752
758,758,-0.4565382746217484,-128.74556220979818
759,759,-131.16862970215038,-398.64462259890166
760,760,-249.2687357462676,-245.62844203580568
761,761,-423.1342160071521,-127.8255083584338
762,762,-128.67198228076566,-429.435492939689
763,763,-263.1795923072158,-466.0056549681824
764,764,-436.63643002374425,-1.4239334373823325
765,765,-128.25495527040385,-127.79277179656964
766,766,-129.03436500140376,-510.6969544706522
767,767,-367.54243857823377,-254.43569873312808
768,768,-248.41625236992942,-488.54232297755146
769,769,-248.3478159141696,-0.5346945726886343
770,770,-130.05273907341729,-0.4880132939604194
771,771,-129.4146152820456,-124.18541243830998
772,772,-370.68413621937515,-0.6409508240558455
773,773,-260.47027591516246,-246.99446750027175
774,774,-123.32376099462614,-120.79662584412591
775,775,-129.8065128380082,-127.18067648419272
776,776,-130.90722595499702,-125.06930110095546
777,777,-249.1477129393113,-127.05131913268993
778,778,-126.54194709589152,-126.15468253031341
779,779,-129.11992765855922,-127.46307564874327
780,780,-127.40496740073687,-127.01996682194235
781,781,-125.67065837844669,-261.3344276772685
782,782,-250.3211403983741,-127.92460270890075
783,783,-362.027364691642,-233.27446393355055
784,784,-260.8596190050711,-126.77861625996124
785,785,-334.5070888112853,-0.9617330369152671
786,786,-389.5630097103953,-129.65843566565437
787,787,-408.3907631517561,-126.74686474041793
788,788,-132.67027255542612,-485.4698928174147
789,789,-124.25625344908478,-125.47134223724828
790,790,-359.75648793534066,-126.69321800762198
791,791,-478.1332539570252,-252.20745532551175
792,792,-129.80994462499208,-553.6695093207348
793,793,-129.9310618770337,-394.97191487110825
794,794,-400.02388025803594,-124.56103054453891
795,795,-0.7007687268214918,-415.99179712156734
796,796,-307.948120656123,-490.7643218587983
797,797,-130.98270339458878,-382.37985131387677
798,798,-254.22454058048024,-505.30915665938255
799,799,-131.20395137809544,-252.9931207416389
800,800,-444.4073200494312,-383.24689632661995
801,801,-267.32321106990145,-252.95313771859617
802,802,-255.35498261465926,-1.3281224553527304
803,803,-379.2368650191465,-365.161847334568
804,804,-257.655517388156,-0.5926394440107118
805,805,-130.4749693219587,-122.64328697761053
806,806,-130.03926637394437,-126.80992899461607
807,807,-127.49500179722185,-250.51319679668617
808,808,-129.24522277591774,-479.7450991847943
809,809,-131.1967281649326,-439.61985264880826
810,810,-128.04583666586078,-249.7927799923587
811,811,-407.64958991937993,-244.04120489716897
812,812,-129.12046615351412,-237.89504465706466
813,813,-124.40327978362195,-370.68816983990126
814,814,-266.2652215309336,-376.99596798783097
815,815,-129.12276709790905,-509.4220777535406
816,816,-265.1019250486055,-0.6206330210223289
817,817,-505.848674368144,-247.51194136621538
818,818,-128.05906991329286,-242.40842876650004
819,819,-124.76922350598026,-490.21698730976124
820,820,-258.8758325440986,-376.5932823091992
821,821,-461.079891480306,-510.15452530348597
822,822,-367.5276272537776,-490.61254668601384
823,823,-251.92866547640702,-125.91260085959024
824,824,-130.01679488784757,-253.30883402835633
825,825,-1.1370865430228831,-126.33989283202934
826,826,-251.20862171754416,-128.25779114387498
827,827,-128.39998519743003,-250.44480713994156
828,828,-130.39113365698262,-526.014578628167
829,829,-409.968535894972,-127.3870310954432
830,830,-370.51654266428665,-573.0139741572638
831,831,-276.299060238751,-367.03036336055976
832,832,-123.46289096605814,-1.4465375308371955
833,833,-127.22215955189615,-126.94603552099593
834,834,-130.60327279353044,-122.14142302600258
835,835,-362.6965817057586,-373.91196119995726
836,836,-261.342466365819,-380.9285741380867
837,837,-127.96636899376455,-255.04147989332887
838,838,-252.8673351909115,-252.2353936219609
839,839,-125.58635248699444,-129.2233841488191
840,840,-130.48397156568222,-124.82463739348006
841,841,-383.60734504540994,-127.55631225791183
842,842,-370.88784504699163,-127.10288448327397
843,843,-386.568279204171,-254.50292275732798
844,844,-131.39294783145624,-258.4969292445747
845,845,-127.6675567964805,-248.63670828985403
846,846,-128.75180846155644,-252.4187138752309
847,847,-0.8696035218522916,-484.9859186126865
848,848,-0.6721005904133065,-248.44885195244942
849,849,-125.37286025889841,-252.04326087257186
850,850,-131.87697884122318,-249.0392170153979
851,851,-252.1888082298424,-384.59909867040045
852,852,-259.14904955724427,-127.96121942497209
853,853,-125.86825972581008,-125.97093406289949
854,854,-257.02631058443853,-128.42094475816552
855,855,-130.67651965864388,-253.751670868499
856,856,-124.93463832928836,-370.30325539926804
857,857,-125.63843150879902,-126.49671101808791
858,858,-370.4647355389949,-128.82771404668415
859,859,-128.14601635593212,-127.5393056521907
860,860,-0.5112909479638421,-127.82637117519047
861,861,-0.505415244149778,-123.88602427545649
862,862,-372.5809095799647,-368.743192604595
863,863,-243.5713440093489,-2.0389332621213643
864,864,-121.69193971494879,-126.54137420934195
865,865,-125.14264611611569,-364.83547672989727
866,866,-125.5408437060404,-391.40878299951794
867,867,-255.50439094953654,-365.56247517654344
868,868,-128.35420950406638,-128.18620015855842
869,869,-129.9979393180721,-125.4872512583448
870,870,-128.31448929547366,-492.3684443631242
871,871,-0.4587141649222796,-0.5762683662536807
872,872,-384.7110785817911,-124.98952700133378
873,873,-260.89658542733457,-0.49682992177510377
874,874,-128.52636481514386,-128.46149592851384
875,875,-128.7787139870048,-377.1252897971578
876,876,-265.8489332147092,-248.11624691644394
877,877,-124.97928499932492,-128.3068067182609
878,878,-128.32448740961985,-129.12855745053096
879,879,-257.07204343669184,-248.49146396769595
880,880,-129.80185585416385,-126.69838374391539
881,881,-128.10215029837082,-416.6347868049889
882,882,-129.1555047898419,-419.25723915009013
883,883,-0.4968699597160202,-128.89423129064215
884,884,-0.6891069520767336,-489.4997168646684
885,885,-248.19983351437318,-126.24141649692537
886,886,-0.3928195211642471,-124.8797609231724
887,887,-1.797384076034686,-479.79253772822494
888,888,-377.170379780952,-125.41343053174921
889,889,-128.67483161654215,-247.4500516047734
890,890,-367.0821604778844,-376.6268593392743
891,891,-0.5229973054774988,-125.43672244944732
892,892,-267.58610058538255,-472.7987651842774
893,893,-129.72921678358693,-126.98453422480053
894,894,-125.67967387415605,-127.84696714878568
895,895,-0.7350414363039053,-128.12576847292058
896,896,-128.79871376152911,-255.34623158654662
897,897,-254.0797607787217,-128.81470607668172
898,898,-243.65138810942784,-125.7844139449312
899,899,-129.34509636544553,-124.35846155636025
900,900,-126.77204752704591,-0.6150825072901845
901,901,-128.55656543799728,-253.87015654059215
902,902,-382.90688249228765,-0.574129713789962
903,903,-404.8990744745434,-367.60825912086193
904,904,-132.59320094173856,-387.6294679891312
905,905,-0.5339006799471451,-384.55186309324813
906,906,-128.36444555539828,-1.4169223166871552
907,907,-128.58197349264714,-268.1034823798169
908,908,-130.74725453112475,-380.4738583890827
909,909,-269.323296810858,-127.27721396805543
910,910,-130.20673863588976,-389.16912030211074
911,911,-128.739271884921,-128.56810161846397
912,912,-378.9916682664011,-380.76931262642313
913,913,-0.6278672588516947,-247.6630656396275
914,914,-0.6148605389403522,-389.0596937108831
915,915,-126.03152826291807,-379.57817080244934
916,916,-127.52311627289465,-260.9801373061272
917,917,-129.68467213560814,-247.4169830260636
918,918,-377.027225697778,-128.2369279186771
919,919,-128.7259470730109,-0.6346044638215139
920,920,-127.2643583697044,-491.2583514290719
921,921,-127.62268576398485,-580.1388733962601
922,922,-128.63523382647,-0.4418679279286705
923,923,-377.2676939670443,-128.03233519503087
924,924,-127.19989685533493,-251.94189343357772
925,925,-243.2857699578011,-404.3972019490341
926,926,-289.04794499894814,-373.16700165536923
927,927,-255.10345745259465,-127.59610099651906
928,928,-373.8425107579995,-130.4777638190248
929,929,-130.10262996732894,-128.04423162152972
930,930,-124.52117157732702,-247.03377914297695
931,931,-245.1542979059652,-0.9604413005735182
932,932,-126.78596183887468,-127.91640358223944
933,933,-378.9818725976505,-129.05073228859516
934,934,-245.5175439018877,-475.7067987937305
935,935,-251.9073501157684,-243.30482170988722
936,936,-0.4571199984105777,-255.4144340425677
937,937,-130.50325923862607,-505.0037527709336
938,938,-128.12425261895385,-127.94990339384933
939,939,-0.4561625058451516,-389.5157391733617
940,940,-485.8216428341177,-129.59671645776749
941,941,-127.68602619339943,-465.5563246571514
942,942,-255.16975861447784,-126.9800603218945
943,943,-129.9744795918977,-256.2084250660647
944,944,-130.08188593933764,-422.11762786923845
945,945,-129.30322904976046,-129.54424078619718
946,946,-126.4680025576923,-122.09765584607646
947,947,-247.92199658990523,-126.68502836144349
948,948,-470.3930846135241,-381.1348529453438
949,949,-246.08732348082765,-125.0751750219033
950,950,-130.8674828113127,-129.04328855086538
951,951,-125.84357707072351,-125.61449232075937
952,952,-254.65121110475098,-566.1377863019311
953,953,-127.03333330475988,-370.168142630571
954,954,-124.1213131592742,-527.0107960635846
955,955,-0.9294994816697236,-128.31242132903955
956,956,-0.4762262502710888,-363.1456200615008
957,957,-387.1103416872708,-0.7364502245231229
958,958,-250.70038498813716,-255.18331797934215
959,959,-127.69839097668451,-0.9036729964307345
960,960,-257.8870253176607,-452.5351754601207
961,961,-254.8438171176055,-384.095024118104
962,962,-125.71019975072326,-119.40401614940552
963,963,-501.8143284044998,-240.6985581072145
964,964,-530.9250365928293,-127.93361190910312
965,965,-1.167863012530454,-246.480397668211
966,966,-1.1662284101496672,-128.75490696185946
967,967,-129.22048139138587,-129.65049220908492
968,968,-389.7992995845869,-128.0955535532318
969,969,-129.28546203165925,-392.35762198117425
970,970,-261.06478367317897,-368.2793314074033
971,971,-0.7456963239383908,-260.7707950452172
972,972,-131.79953292999946,-0.8016246196339867
973,973,-258.2724612175706,-250.03125878901156
974,974,-127.5710503415174,-248.7592046299482
975,975,-130.3676193593477,-514.1916333412327
976,976,-128.23798024472313,-384.1244073408818
977,977,-128.6031774069114,-411.01452893250104
978,978,-128.55368016609012,-398.7605701570219
979,979,-415.05171914307937,-0.696180990653295
980,980,-273.4982271255677,-128.4268131527121
981,981,-129.992584361949,-251.14956350021487
982,982,-132.0238033358199,-124.48031597185766
983,983,-302.8178971844773,-1.250732806002124
984,984,-130.49105483922995,-252.85035179391008
985,985,-128.98681068832082,-249.93395651207268
986,986,-254.56925269538056,-494.3979512941625
987,987,-260.06210839739214,-244.54023463681827
988,988,-495.1896122869197,-471.92242765298175
989,989,-252.2129249445973,-260.1243732553391
990,990,-119.03750066682068,-384.19741202787793
991,991,-258.16733042438824,-257.48257304332293
992,992,-370.2072719687978,-376.1825146769602
993,993,-380.5329138477925,-399.02126779731475
994,994,-263.9673200037966,-369.87623481198796
995,995,-362.5309540276572,-128.18845331345833
996,996,-129.4381477450119,-596.6735404691008
997,997,-0.9478874331328228,-372.4479109966374
998,998,-268.53140733016966,-381.2666888897754
999,999,-126.89624934394888,-379.00175354043586
